Date,Open,High,Low,Close,Adj Close,Volume
2004-08-24,0.558214,0.570536,0.556964,0.570536,0.482361,374136000
2004-08-25,0.569107,0.591964,0.566607,0.590179,0.498969,505618400
2004-08-26,0.590000,0.628214,0.584643,0.618929,0.523275,955858400
2004-08-27,0.619286,0.620714,0.607143,0.613393,0.518595,388813600
2004-08-30,0.607143,0.620000,0.606429,0.609286,0.515123,218142400
2004-08-31,0.608393,0.624107,0.607143,0.615893,0.520709,376560800
2004-09-01,0.612500,0.642679,0.610536,0.640357,0.541392,515726400
2004-09-02,0.633929,0.639464,0.621964,0.636786,0.538373,406324800
2004-09-03,0.625179,0.641429,0.625179,0.629107,0.531880,293468000
2004-09-07,0.632143,0.646250,0.629107,0.638571,0.539882,301957600
2004-09-08,0.637500,0.653036,0.637143,0.649107,0.548789,343526400
2004-09-09,0.644643,0.648214,0.630000,0.637500,0.538976,461339200
